n	logs.Storm.vi-toposhifted	logs.Storm.vi-topo-mecqshifted	logs.Storm.ovi-toposhifted	logs.Storm.rs-topo-mecq-exactshifted	logs.Storm.pi-mono-gmres-toposhifted	logs.Storm.vi2pi-topo-exactlushifted	logs.Storm.vi2pi-topo-gmres-monoshifted	logs.Storm.vi2lp-topo-mecq-gurobi-4autoshifted	logs.Storm.vi2lp-topo-mecq-soplex-exactshifted	logs.mcsta.iishifted	logs.mcsta.vi-esshifted	logs.Storm.bestshifted	logs.mcsta.bestshifted	selection-bestshifted	bestshifted
216	0.103	0.1	0.1	4.459	0.26	0.814	0.165	0.303	2.48	1.6	0.1	0.1	0.1	0.1	0.1
217	0.107	0.1	0.1	4.668	0.27	0.828	0.165	0.311	2.786	1.6	0.1	0.1	0.1	0.1	0.1
218	0.108	0.1	0.1	4.797	0.271	0.859	0.167	0.318	3.166	1.7	0.1	0.1	0.1	0.1	0.1
219	0.109	0.1	0.102	4.856	0.281	0.862	0.17	0.326	3.58	1.8	0.1	0.1	0.1	0.1	0.1
220	0.111	0.1	0.104	4.892	0.296	0.863	0.171	0.328	3.632	1.8	0.1	0.1	0.1	0.1	0.1
221	0.114	0.1	0.113	4.911	0.297	0.87	0.177	0.329	3.667	1.8	0.1	0.1	0.1	0.1	0.1
222	0.115	0.1	0.114	4.929	0.299	0.874	0.177	0.341	3.848	1.8	0.1	0.1	0.1	0.1	0.1
223	0.115	0.1	0.118	5.081	0.306	0.887	0.178	0.356	3.965	1.9	0.1	0.1	0.1	0.1	0.1
224	0.118	0.1	0.118	5.145	0.319	0.892	0.179	0.357	3.986	2.0	0.1	0.1	0.1	0.1	0.1
225	0.122	0.1	0.119	5.166	0.321	0.901	0.185	0.362	4.086	2.0	0.1	0.1	0.1	0.1	0.1
226	0.128	0.1	0.119	5.278	0.331	0.911	0.185	0.363	4.382	2.1	0.1	0.1	0.1	0.1	0.1
227	0.13	0.1	0.12	5.313	0.34	0.934	0.188	0.365	4.408	2.2	0.1	0.1	0.1	0.1	0.1
228	0.131	0.1	0.123	5.32	0.345	0.951	0.188	0.366	4.411	2.2	0.1	0.1	0.1	0.1	0.1
229	0.135	0.1	0.126	5.376	0.363	1.015	0.193	0.375	4.499	2.2	0.1	0.1	0.1	0.1	0.1
230	0.137	0.1	0.129	5.571	0.375	1.026	0.196	0.388	4.801	2.2	0.1	0.1	0.1	0.1	0.1
231	0.138	0.1	0.131	5.906	0.431	1.034	0.197	0.398	4.825	2.4	0.1	0.1	0.1	0.1	0.1
232	0.142	0.1	0.131	6.194	0.453	1.069	0.199	0.431	4.936	2.4	0.1	0.1	0.1	0.1	0.1
233	0.146	0.101	0.131	6.557	0.49	1.073	0.202	0.432	5.038	2.6	0.1	0.1	0.1	0.1	0.1
234	0.147	0.102	0.134	6.715	0.507	1.077	0.215	0.441	5.059	2.7	0.1	0.1	0.1	0.1	0.1
235	0.149	0.105	0.14	6.808	0.561	1.084	0.217	0.448	5.132	3.0	0.1	0.1	0.1	0.1	0.1
236	0.149	0.108	0.142	7.071	0.611	1.087	0.222	0.453	5.194	3.1	0.1	0.1	0.1	0.1	0.1
237	0.151	0.116	0.145	7.293	0.624	1.152	0.222	0.466	5.241	3.2	0.1	0.1	0.1	0.1	0.1
238	0.155	0.117	0.147	7.426	0.634	1.164	0.244	0.466	5.4	3.4	0.1	0.1	0.1	0.1	0.1
239	0.156	0.117	0.148	7.432	0.639	1.326	0.244	0.473	5.536	3.5	0.1	0.1	0.1	0.1	0.1
240	0.158	0.118	0.15	7.516	0.668	1.377	0.246	0.483	5.895	3.5	0.1	0.1	0.1	0.1	0.1
241	0.159	0.121	0.15	7.564	0.682	1.457	0.256	0.498	6.188	3.8	0.1	0.102	0.1	0.1	0.1
242	0.162	0.126	0.151	7.568	0.683	1.607	0.261	0.506	6.365	4.8	0.1	0.105	0.1	0.1	0.1
243	0.163	0.128	0.152	7.69	0.711	1.673	0.267	0.512	6.643	5.2	0.1	0.108	0.1	0.1	0.1
244	0.168	0.134	0.152	7.935	0.716	1.728	0.267	0.548	6.763	5.3	0.1	0.108	0.1	0.1	0.1
245	0.169	0.135	0.152	9.42	0.717	1.828	0.269	0.576	7.658	5.3	0.1	0.111	0.1	0.1	0.1
246	0.177	0.135	0.153	9.948	0.72	2.053	0.273	0.611	7.67	5.4	0.1	0.111	0.1	0.1	0.1
247	0.184	0.138	0.164	12.511	0.737	2.066	0.28	0.618	8.029	5.5	0.1	0.114	0.1	0.1	0.1
248	0.188	0.143	0.165	12.515	0.744	2.071	0.284	0.666	8.608	6.2	0.1	0.115	0.1	0.1	0.1
249	0.194	0.148	0.171	12.543	0.748	2.113	0.287	0.685	10.278	6.5	0.1	0.117	0.1	0.1	0.1
250	0.208	0.15	0.171	12.555	0.792	2.128	0.299	0.692	11.078	6.7	0.1	0.117	0.1	0.1	0.1
251	0.23	0.15	0.177	13.127	0.884	2.203	0.319	0.693	12.161	6.8	0.1	0.128	0.1	0.1	0.1
252	0.233	0.156	0.184	13.156	0.952	2.223	0.322	0.707	12.424	7.2	0.1	0.128	0.1	0.1	0.1
253	0.241	0.162	0.187	13.398	0.962	2.315	0.329	0.724	12.73	7.5	0.1	0.131	0.1	0.1	0.1
254	0.25	0.163	0.189	13.868	1.014	2.326	0.33	0.734	13.025	8.8	0.1	0.135	0.1	0.1	0.1
255	0.263	0.17	0.193	16.738	1.019	2.402	0.33	0.768	13.087	9.0	0.1	0.138	0.1	0.1	0.1
256	0.263	0.174	0.197	17.993	1.063	2.589	0.377	0.78	13.268	10.2	0.1	0.143	0.1	0.1	0.1
257	0.272	0.193	0.229	19.285	1.218	2.767	0.397	0.78	13.535	10.3	0.1	0.146	0.1	0.1	0.1
258	0.279	0.203	0.231	19.732	1.226	2.909	0.397	0.781	13.653	11.2	0.1	0.148	0.1	0.1	0.1
259	0.284	0.216	0.233	20.565	1.23	2.914	0.397	0.784	13.809	11.3	0.1	0.15	0.1	0.1	0.1
260	0.299	0.22	0.238	20.91	1.245	3.326	0.438	0.824	14.095	11.8	0.1	0.152	0.1	0.1	0.1
261	0.301	0.227	0.279	21.162	1.246	3.387	0.446	0.864	14.981	11.9	0.1	0.153	0.1	0.1	0.1
262	0.303	0.228	0.281	21.267	1.323	3.436	0.507	0.869	16.138	13.2	0.1	0.156	0.1	0.1	0.1
263	0.311	0.246	0.284	21.768	1.328	3.445	0.536	0.873	16.37	14.3	0.1	0.17	0.1	0.1	0.1
264	0.332	0.279	0.307	22.408	1.33	3.503	0.537	0.891	16.384	15.6	0.1	0.174	0.1	0.1	0.1
265	0.362	0.284	0.307	23.191	1.349	3.575	0.556	0.919	17.162	15.6	0.2	0.189	0.1	0.1	0.1
266	0.39	0.299	0.309	23.594	1.363	3.584	0.562	0.93	17.166	17.5	0.2	0.203	0.1	0.1	0.1
267	0.428	0.3	0.31	23.719	1.402	3.827	0.601	0.955	17.327	18.0	0.2	0.216	0.1	0.1	0.1
268	0.43	0.306	0.32	23.961	1.406	3.83	0.613	0.962	18.069	19.4	0.2	0.22	0.1	0.1	0.1
269	0.444	0.349	0.323	24.46	1.445	3.864	0.639	0.974	18.095	19.8	0.2	0.227	0.1	0.1	0.1
270	0.447	0.364	0.343	24.82	1.457	3.89	0.662	1.002	18.633	20.9	0.2	0.228	0.1	0.1	0.1
271	0.448	0.377	0.352	25.314	1.46	3.954	0.676	1.015	19.547	21.4	0.2	0.23	0.1	0.1	0.1
272	0.449	0.378	0.424	27.641	1.472	4.355	0.684	1.028	20.255	21.5	0.2	0.246	0.1	0.1	0.1
273	0.45	0.401	0.435	27.851	1.492	4.449	0.689	1.033	22.438	22.5	0.2	0.279	0.2	0.1	0.1
274	0.454	0.408	0.451	28.601	1.501	4.482	0.691	1.034	22.541	25.6	0.2	0.281	0.2	0.1	0.1
275	0.481	0.412	0.454	36.948	1.53	4.9	0.706	1.041	23.845	26.0	0.2	0.284	0.2	0.1	0.1
276	0.492	0.416	0.462	38.817	1.553	4.905	0.706	1.062	24.78	26.5	0.2	0.284	0.2	0.1	0.1
277	0.497	0.426	0.487	41.973	1.578	4.921	0.707	1.118	25.397	26.6	0.2	0.284	0.2	0.1	0.1
278	0.541	0.432	0.5	73.08	1.589	4.931	0.708	1.156	26.985	26.8	0.2	0.297	0.2	0.1	0.1
279	0.576	0.45	0.507	87.599	1.63	5.064	0.731	1.201	27.957	27.8	0.2	0.299	0.2	0.1	0.1
280	0.589	0.453	0.516	88.424	1.681	5.065	0.742	1.217	30.249	30.9	0.2	0.299	0.2	0.1	0.1
281	0.604	0.473	0.559	98.455	1.761	5.089	0.748	1.218	33.732	35.6	0.2	0.306	0.2	0.1	0.1
282	0.614	0.527	0.576	148.947	1.764	5.271	0.749	1.288	34.437	37.1	0.3	0.319	0.2	0.108	0.108
283	0.633	0.553	0.625	164.351	1.801	5.312	0.749	1.311	38.6	37.3	0.3	0.362	0.2	0.108	0.108
284	0.636	0.559	0.639	232.51	1.822	5.331	0.751	1.366	40.328	40.1	0.3	0.364	0.2	0.121	0.114
285	0.651	0.561	0.645	268.976	1.85	5.404	0.753	1.435	44.945	40.2	0.3	0.378	0.2	0.126	0.115
286	0.677	0.593	0.647	269.511	2.047	5.618	0.774	1.443	47.914	44.5	0.3	0.401	0.2	0.128	0.128
287	0.693	0.615	0.674	279.598	2.105	6.157	0.777	1.472	49.58	51.9	0.3	0.408	0.2	0.134	0.131
288	0.723	0.635	0.691	279.603	2.169	6.445	0.8	1.532	65.871	52.5	0.3	0.426	0.2	0.135	0.135
289	0.736	0.635	0.692	298.907	2.191	6.72	0.828	1.551	69.542	65.5	0.3	0.432	0.2	0.138	0.138
290	0.737	0.648	0.697	309.937	2.198	7.145	0.833	1.557	70.286	68.9	0.3	0.448	0.3	0.143	0.143
291	0.74	0.654	0.706	349.54	2.214	7.267	0.874	1.562	70.353	81.2	0.3	0.453	0.3	0.148	0.146
292	0.75	0.663	0.711	386.084	2.374	7.309	0.876	1.653	72.804	84.3	0.3	0.462	0.3	0.15	0.148
293	0.761	0.682	0.712	769.082	2.403	7.69	0.897	1.71	73.622	89.6	0.3	0.507	0.3	0.15	0.15
294	0.772	0.686	0.729	866.61	2.56	8.071	0.901	1.762	74.455	90.3	0.3	0.527	0.3	0.156	0.152
295	0.789	0.701	0.741		2.577	8.112	0.933	1.767	75.709	93.0	0.3	0.537	0.3	0.162	0.153
296	0.807	0.704	0.76		2.606	8.985	0.946	1.898	75.807	94.4	0.3	0.561	0.3	0.163	0.156
297	0.812	0.708	0.763		2.638	9.4	0.962	1.943	82.681	99.0	0.3	0.576	0.3	0.17	0.17
298	0.864	0.725	0.782		2.742	10.266	0.967	1.949	83.629	129.0	0.3	0.593	0.3	0.174	0.174
299	0.866	0.728	0.79		2.754	10.44	0.982	1.989	86.308	142.4	0.4	0.604	0.3	0.2	0.2
300	0.896	0.739	0.794		2.794	10.565	1.004	2.022	89.526	159.9	0.4	0.614	0.3	0.2	0.2
301	0.911	0.753	0.808		2.918	11.533	1.007	2.045	96.613	179.0	0.4	0.633	0.3	0.2	0.2
302	0.913	0.755	0.823		2.972	11.738	1.008	2.089	99.459	215.3	0.5	0.635	0.3	0.2	0.2
303	0.939	0.766	0.832		3.027	11.989	1.011	2.093	115.087	218.4	0.5	0.635	0.3	0.2	0.2
304	0.95	0.794	0.843		3.164	12.461	1.07	2.125	128.078	228.2	0.5	0.647	0.3	0.2	0.2
305	0.983	0.814	0.856		3.239	12.488	1.08	2.152	156.678	236.3	0.5	0.648	0.3	0.2	0.2
306	1.001	0.844	0.857		3.408	12.539	1.081	2.171	161.223	248.9	0.6	0.682	0.3	0.2	0.2
307	1.132	0.858	0.888		3.653	12.554	1.088	2.199	161.266	271.4	0.6	0.686	0.4	0.2	0.2
308	1.134	0.908	0.904		4.148	13.123	1.115	2.247	163.333	285.5	0.6	0.701	0.4	0.2	0.2
309	1.144	0.933	0.939		4.259	13.39	1.17	2.251	168.266	315.8	0.6	0.704	0.4	0.2	0.2
310	1.155	0.938	0.979		4.262	13.572	1.287	2.343	176.113	424.2	0.6	0.708	0.4	0.22	0.22
311	1.18	0.992	1.004		4.297	14.635	1.33	2.358	182.068		0.7	0.717	0.4	0.281	0.281
312	1.201	0.995	1.012		4.915	14.973	1.489	2.376	285.787		0.7	0.72	0.5	0.297	0.297
313	1.217	0.995	1.022		5.458	15.008	1.522	2.917	289.8		0.7	0.737	0.5	0.3	0.3
314	1.346	1.015	1.022		5.468	15.758	1.541	2.949	300.736		0.7	0.766	0.5	0.3	0.3
315	1.43	1.043	1.032		5.537	15.945	1.566	3.023	376.559		0.7	0.772	0.5	0.3	0.3
316	1.457	1.125	1.045		5.742	16.434	1.607	3.076	716.527		0.7	0.789	0.6	0.3	0.3
317	1.481	1.158	1.094		6.472	16.947	1.627	3.24	717.762		0.7	0.814	0.6	0.3	0.3
318	1.534	1.172	1.127		6.678	17.448	1.661	3.285	800.595		0.8	0.844	0.6	0.3	0.3
319	1.624	1.344	1.225		6.732	17.466	1.733	3.364			0.8	0.858	0.6	0.3	0.3
320	1.672	1.508	1.268		6.864	17.476	1.752	3.387			0.8	0.866	0.6	0.3	0.3
321	1.677	1.515	1.348		6.981	17.517	1.753	3.489			0.8	0.884	0.6	0.3	0.3
322	1.723	1.542	1.38		7.54	19.63	1.892	3.834			0.9	0.888	0.6	0.378	0.378
323	1.802	1.545	1.518		7.849	19.889	1.925	4.068			0.9	0.901	0.7	0.4	0.4
324	1.822	1.548	1.544		8.655	19.96	2.008	4.426			0.9	0.908	0.7	0.4	0.4
325	1.857	1.555	1.545		9.258	20.978	2.038	4.609			0.9	0.911	0.7	0.426	0.426
326	1.919	1.587	1.637		10.204	21.05	2.058	4.843			0.9	0.913	0.7	0.432	0.432
327	1.946	1.611	1.788		10.427	21.306	2.087	5.243			0.9	0.933	0.7	0.5	0.5
328	1.989	1.613	1.839		10.458	23.112	2.099	5.463			1.0	0.952	0.7	0.5	0.5
329	2.015	1.613	1.882		11.119	23.326	2.187	5.735			1.1	0.983	0.8	0.507	0.507
330	2.097	1.727	1.889		11.337	23.601	2.388	6.217			1.2	1.043	0.8	0.6	0.576
331	2.153	1.771	1.923		13.96	24.733	2.527	6.313			1.3	1.158	0.8	0.6	0.6
332	2.182	1.774	2.009		15.058	26.091	2.586	6.347			1.3	1.217	0.8	0.6	0.6
333	2.453	2.009	2.088		16.204	26.77	2.636	6.379			1.3	1.344	0.9	0.6	0.6
334	2.692	2.021	2.111		16.821	27.781	2.863	6.434			1.4	1.457	0.9	0.6	0.6
335	2.705	2.052	2.123		17.541	28.033	2.93	6.764			1.5	1.472	0.9	0.6	0.6
336	2.946	2.105	2.13		18.959	28.249	3.143	6.849			1.5	1.481	0.9	0.6	0.6
337	2.963	2.108	2.149		19.243	29.05	3.155	7.179			1.5	1.501	0.9	0.615	0.6
338	2.999	2.236	2.23		21.314	31.797	3.397	7.256			1.6	1.515	1.0	0.635	0.604
339	3.007	2.531	2.253		23.344	34.428	3.545	7.357			1.6	1.548	1.1	0.654	0.614
340	3.084	2.573	2.31		24.249	38.433	3.583	7.477			1.7	1.555	1.3	0.682	0.633
341	3.092	2.733	2.369		25.919	38.449	3.788	7.557			1.7	1.587	1.3	0.686	0.635
342	3.097	2.832	2.917		27.278	38.673	4.25	7.71			1.9	1.589	1.4	0.7	0.682
343	3.197	2.885	3.116		27.401	41.096	4.434	7.886			2.0	1.613	1.5	0.7	0.686
344	3.274	2.907	3.175		27.499	44.398	4.439	8.539			2.0	1.727	1.5	0.704	0.7
345	3.587	2.954	3.191		28.627	51.181	4.579	11.304			2.0	1.771	1.5	0.753	0.7
346	4.32	2.996	3.48		32.093	65.398	4.795	11.639			2.1	1.774	1.6	0.8	0.704
347	4.437	3.05	3.515		49.744	74.371	4.873	11.887			2.1	1.822	1.6	0.8	0.789
348	4.565	3.62	3.556		51.227	75.862	5.066	12.008			2.2	1.857	1.7	0.814	0.8
349	4.682	3.776	3.609		56.083	83.193	5.235	12.15			2.2	1.946	1.8	0.858	0.8
350	4.773	3.803	3.949		62.099	86.988	5.84	12.456			2.2	2.009	1.8	0.884	0.814
351	4.872	3.822	4.3		74.966	102.658	6.068	12.515			2.3	2.108	1.9	0.9	0.858
352	5.219	4.084	4.306		78.169	111.778	6.206	12.68			2.4	2.403	2.0	0.9	0.884
353	5.235	4.236	4.663		80.309	114.327	6.21	12.683			2.4	2.531	2.0	0.9	0.9
354	5.587	4.289	4.746		99.84	115.18	6.276	13.617			2.7	2.573	2.0	0.9	0.9
355	5.741	4.491	4.848		106.196	115.388	6.313	13.979			2.9	2.692	2.1	0.9	0.9
356	5.83	4.507	4.878		110.032	126.259	6.775	14.864			3.0	2.832	2.1	1.0	0.9
357	5.896	4.935	5.068		122.082	141.447	6.776	14.959			3.1	2.885	2.2	1.015	0.9
358	6.031	4.987	5.085		125.867	144.156	6.902	15.291			3.6	2.907	2.2	1.1	0.901
359	6.499	5.225	5.263		126.201	150.604	6.911	15.352			3.7	2.954	2.3	1.125	1.0
360	6.937	5.43	5.534		146.642	154.641	6.94	16.582			3.8	2.972	2.4	1.3	1.217
361	6.954	6.122	5.987		204.078	157.066	7.54	16.871			4.0	2.996	2.4	1.3	1.3
362	7.07	6.171	5.99		227.882	157.609	7.559	19.965			4.1	3.05	2.6	1.4	1.3
363	7.277	6.544	6.079		248.269	157.674	7.748	25.111			4.6	3.155	2.7	1.472	1.4
364	7.706	6.648	6.498		303.55	239.891	8.063	27.147			4.7	3.587	2.7	1.5	1.472
365	7.947	6.672	6.629		345.601	267.374	8.071	30.778			4.8	3.62	2.9	1.587	1.5
366	8.455	7.069	6.971		375.499	268.194	8.678	31.775			4.8	3.803	3.0	1.6	1.587
367	10.185	8.256	7.486		382.333	281.408	8.766	33.728			6.8	3.822	3.0	1.6	1.6
368	10.489	8.258	7.758		468.854	283.276	8.782	33.98			6.8	4.084	3.1	1.8	1.6
369	11.175	9.647	8.067		491.704	335.948	9.893	36.805			7.0	4.236	3.1	1.8	1.8
370	11.836	10.754	8.102		630.714	336.664	10.917	41.773			7.0	4.297	3.5	2.0	2.0
371	12.331	11.275	8.344		759.782	336.991	11.02	46.893			7.5	4.426	3.5	2.0	2.0
372	13.419	11.572	8.928			449.316	11.067	53.806			7.7	4.507	4.1	2.1	2.1
373	14.833	12.725	9.728			584.03	11.479	67.221			8.0	4.935	4.7	2.2	2.2
374	18.611	13.677	10.781			680.594	11.501	70.097			8.3	4.987	4.8	2.2	2.2
375	19.568	14.067	10.841			763.413	12.015	70.762			8.6	5.219	4.8	2.3	2.3
376	19.626	14.88	11.253				12.609	71.302			8.6	5.225	6.5	2.403	2.403
377	20.015	16.074	11.478				12.921	74.18			9.2	5.587	6.7	2.573	2.573
378	22.337	17.473	12.074				13.644	78.613			9.3	5.896	6.8	2.6	2.6
379	22.554	19.044	12.602				16.281	78.96			9.4	6.031	7.0	2.7	2.7
380	23.117	20.396	14.155				20.313	96.741			9.5	6.171	7.0	2.885	2.885
381	23.785	21.287	15.285				20.74	108.883			10.4	6.544	7.7	2.907	2.907
382	24.245	22.029	16.952				21.779	113.304			11.5	6.672	8.0	2.954	2.954
383	25.714	23.221	20.634				23.647	116.368			12.9	6.937	8.6	2.996	2.996
384	26.912	23.511	21.142				24.697	117.111			13.3	7.54	8.6	3.1	3.1
385	31.023	24.575	21.236				26.691	141.996			14.1	8.455	8.8	3.1	3.1
386	33.387	25.274	23.468				26.798	154.258			15.0	10.204	9.0	3.5	3.155
387	41.349	25.635	24.978				27.076	161.665			19.3	10.754	9.2	3.5	3.5
388	42.505	25.831	25.145				30.838	183.314			19.4	10.841	9.3	3.62	3.5
389	43.313	26.187	25.354				32.472	274.916			19.4	11.337	9.4	3.803	3.62
390	43.317	26.555	25.986				33.345	275.388			19.5	11.572	9.5	3.822	3.803
391	43.432	30.944	27.292				36.477	679.04			21.2	12.331	10.4	4.084	3.822
392	49.261	34.112	28.088				42.368	829.827			22.6	13.677	11.5	4.1	4.084
393	55.954	34.403	28.85				56.208	830.62			22.8	14.833	11.9	4.297	4.1
394	56.478	41.359	28.909				56.505	888.167			23.1	14.88	13.2	4.7	4.297
395	58.247	47.013	30.857				57.508	890.14			25.1	16.074	13.3	4.8	4.7
396	58.945	54.919	31.595				74.161				25.3	17.473	14.1	5.225	4.8
397	59.753	57.216	31.764				78.359				28.3	18.611	15.0	6.122	5.225
398	60.963	63.724	38.993				85.996				34.1	19.044	18.0	6.171	5.587
399	61.694	74.088	45.486				96.3				45.8	19.568	19.4	6.7	6.031
400	64.409	78.495	45.67				102.459				51.0	20.978	19.5	6.8	6.171
401	68.004	82.323	50.424				108.201				51.2	22.029	19.8	7.0	6.7
402	72.804	84.855	56.491				111.954				51.2	22.554	21.2	7.0	6.8
403	90.641	88.488	81.202				125.811				51.9	23.511	21.4	7.7	6.937
404	93.394	93.632	83.849				143.994				57.7	23.785	22.5	8.0	7.0
405	105.054	95.225	87.751				149.526				68.1	25.635	22.6	8.6	7.7
406	108.194	102.209	89.502				153.282				70.0	25.714	22.8	8.6	8.0
407	117.419	107.26	95.214				173.081				74.1	25.831	23.1	8.8	8.455
408	149.771	115.994	103.535				181.749				114.0	26.555	25.1	9.3	8.6
409	161.522	117.396	111.278				187.142				124.7	27.278	25.3	9.4	8.6
410	163.516	140.991	111.403				266.697				127.7	27.401	45.8	11.337	8.8
411	175.229	146.212	115.204				275.538				160.6	27.499	51.0	12.725	9.3
412	176.656	153.345	126.664				326.756				182.5	30.857	51.2	13.2	9.4
413	188.479	156.96	126.784				338.226				195.7	34.112	51.2	13.3	11.337
414	206.22	194.916	140.675				380.96				230.5	34.403	51.9	15.0	13.2
415	221.157	201.039	153.209				555.312				323.9	47.013	57.7	18.0	13.3
416	239.905	229.302	160.68				677.566				723.2	54.919	65.5	22.6	14.833
417	422.802	229.824	167.754				794.919				824.4	55.954	68.1	26.555	15.0
418	611.857	312.698	168.991				819.667					56.478	127.7	30.944	18.0
419	881.624	611.833	173.887									68.004	129.0	34.112	20.978
420			190.572									80.309	159.9	34.403	22.554
421			229.164									82.323	160.6	41.359	26.555
422			264.494									83.193	182.5	47.013	30.857
423			575.822									85.996	215.3	51.0	34.112
424			649.849									93.632	323.9	51.2	34.403
425			694.027									95.225	723.2	51.9	47.013
426												102.209	824.4	82.323	51.2
427												105.054		93.632	51.9
428												108.194		95.225	55.954
429												122.082		102.209	56.478
430												140.675		107.26	68.004
431												146.212		122.082	82.323
432												149.771		129.0	83.193
433												163.516		146.212	93.632
434												173.887		182.5	95.225
435												312.698		194.916	102.209
436												759.782		229.302	105.054
437												881.624		229.824	122.082
438														312.698	129.0
439															146.212
440															173.887
441															312.698
442															
443															
444															
445															
446															
447															
448															
449															
